contigsID	family (ICTV taxonomic)	genus (ICTV taxonomic)	species (ICTV taxonomic)	viral_genome	viral_type	Family level (Host)
contigs_cluasted904;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Bifidobacteriaceae
contigs_cluasted445;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted2199;size=1	Podoviridae	NA	Podoviridae sp. ctPbe19	DNA virus	Bacteriophage	No host predicted
contigs_cluasted2066;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted956;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted917;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Carnobacteriaceae
contigs_cluasted1189;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted717;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted1954;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted711;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1423;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted774;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted479;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted701;size=2	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted270;size=2	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted913;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted2169;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Bifidobacteriaceae
contigs_cluasted503;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted672;size=2	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted424;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted1848;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted1076;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Erysipelotrichaceae
contigs_cluasted703;size=3	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted10000066;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted2103;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted2821;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Erysipelotrichaceae
contigs_cluasted1084;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted991;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	hizobiaceae
contigs_cluasted3787;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted455;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Veillonellaceae
contigs_cluasted536;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted778;size=2	Myoviridae	NA	Myoviridae sp. ctplG2	DNA virus	Bacteriophage	hizobiaceae
contigs_cluasted1180;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Erysipelotrichaceae
contigs_cluasted365;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted282;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted392;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted1773;size=1	Podoviridae	NA	Podoviridae sp. ctHkH8	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted10000063;size=2	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted11;size=1	Siphoviridae	NA	Siphoviridae sp. ct5op20	DNA virus	Bacteriophage	No host predicted
contigs_cluasted764;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted770;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Oscillospiraceae
contigs_cluasted2025;size=1	Siphoviridae	NA	Siphoviridae sp. ctCVD13	DNA virus	Bacteriophage	No host predicted
contigs_cluasted718;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted3922;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1522;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted402;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted362;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Acidaminococcaceae
contigs_cluasted1685;size=4	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted634;size=2	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted921;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted900;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted507;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted1580;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted450;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted527;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted1280;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted421;size=2	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Oscillospiraceae
contigs_cluasted529;size=1	Siphoviridae	NA	Siphoviridae sp. ctQU013	DNA virus	Bacteriophage	Sutterellaceae
contigs_cluasted425;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Oscillospiraceae
contigs_cluasted603;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted2329;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted108;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Erysipelotrichaceae
contigs_cluasted2004;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted4176;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Bifidobacteriaceae
contigs_cluasted345;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Clostridiaceae
contigs_cluasted2577;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1692;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1393;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted2634;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted448;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Tannerellaceae
contigs_cluasted2450;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Actinomycetaceae
contigs_cluasted542;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted361;size=2	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted591;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted830;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted2744;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Erysipelotrichaceae
contigs_cluasted2300;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted165;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted208;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted1944;size=1	Podoviridae	NA	Podoviridae sp. ctV3c15	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted1286;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted735;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted976;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Bifidobacteriaceae
contigs_cluasted1815;size=2	Podoviridae	NA	Podoviridae sp. ctV3c15	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted440;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted2437;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted10000030;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted541;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Rikenellaceae
contigs_cluasted1241;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted884;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted4947;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted247;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted629;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted3116;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Actinomycetaceae
contigs_cluasted3134;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted633;size=2	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted631;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1004;size=3	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Bifidobacteriaceae
contigs_cluasted662;size=2	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1684;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1438;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted745;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted2676;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Erysipelotrichaceae
contigs_cluasted2143;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Coriobacteriaceae
contigs_cluasted2116;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Coriobacteriaceae
contigs_cluasted189;size=2	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Barnesiellaceae
contigs_cluasted171;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Barnesiellaceae
contigs_cluasted1652;size=5	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Bifidobacteriaceae
contigs_cluasted41;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted644;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Streptomycetaceae
contigs_cluasted5074;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted2375;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted1212;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted498;size=5	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Erysipelotrichaceae
contigs_cluasted937;size=2	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Erysipelotrichaceae
contigs_cluasted1489;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1199;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted1190;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted960;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Oscillospiraceae
contigs_cluasted5754;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted2745;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted492;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Corynebacteriaceae
contigs_cluasted5114;size=3	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted1745;size=1	Podoviridae	NA	Podoviridae sp. ctV3c15	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted977;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted1822;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted100000297;size=1	Siphoviridae	NA	Siphoviridae sp. ct89Z21	DNA virus	Bacteriophage	No host predicted
contigs_cluasted559;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1465;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted422;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted100000265;size=1	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted412;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5674;size=1	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted17;size=4	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted622;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted469;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1242;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted1063;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Oscillospiraceae
contigs_cluasted2451;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Odoribacteraceae
contigs_cluasted1444;size=2	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5180;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted771;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted1298;size=2	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted5938;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5778;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted2775;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5545;size=8	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted1553;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Erysipelotrichaceae
contigs_cluasted5619;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6081;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6257;size=4	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5665;size=1	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted916;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1992;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted968;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Oscillospiraceae
contigs_cluasted35;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted679;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted100000212;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted4507;size=2	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted3166;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5544;size=9	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5588;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted3546;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted576;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted654;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted3872;size=5	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted3285;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Lactobacillaceae
contigs_cluasted710;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted313;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Selenomonadaceae
contigs_cluasted979;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted6455;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted1957;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1816;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted5370;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5308;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted1207;size=2	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted534;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6100;size=5	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted219;size=3	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Streptomycetaceae
contigs_cluasted5024;size=3	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5547;size=6	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted1098;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Enterobacteriaceae
contigs_cluasted799;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Oscillospiraceae
contigs_cluasted6436;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6288;size=3	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6001;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5385;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5809;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted1324;size=1	Siphoviridae	NA	Lactobacillus phage JNU_P11	DNA virus	Bacteriophage	Lactobacillaceae
contigs_cluasted6147;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted2093;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted5541;size=7	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5772;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted142;size=1	Myoviridae	NA	Myoviridae sp. ct9Ns12	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted2524;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6011;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6073;size=4	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted5836;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5277;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted943;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted5462;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted1005;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted5456;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6101;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5664;size=1	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted296;size=2	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted546;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted5843;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5464;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5345;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5882;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5714;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5090;size=9	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted1715;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5819;size=1	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5937;size=3	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6318;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5175;size=7	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Prevotellaceae
contigs_cluasted224;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted249;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Streptomycetaceae
contigs_cluasted6797;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6757;size=1	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted100000258;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1379;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted126;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Erysipelotrichaceae
contigs_cluasted5733;size=2	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted4683;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted5117;size=7	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted621;size=3	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5666;size=1	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5838;size=5	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6908;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1141;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted100000230;size=1	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5483;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5302;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted3420;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5357;size=2	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted5093;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted7116;size=1	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Prevotellaceae
